date,city,city_id,label,combination,amount,amount_text,race_count,url,races_json
2026-02-08,Adana,1,1. 6'LI GANYAN,5/4/1/2/1/1,247.56,"247,56 ₺",8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=08%2F02%2F2026&SehirAdi=Adana,"[{""race_index"": 1, ""race_id"": ""223005"", ""config"": ""Maiden/DHÖ/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.34.68"", ""winner"": ""KIRMIZI PERDE"", ""winner_ganyan"": ""2,05""}, {""race_index"": 2, ""race_id"": ""223011"", ""config"": ""ŞARTLI 3 , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 2.00.00"", ""winner"": ""FIRE OF TYGAR"", ""winner_ganyan"": ""2,55""}, {""race_index"": 3, ""race_id"": ""223014"", ""config"": ""Handikap 14/DHÖW /H1 , 4 ve Yukarı Araplar,\r\n\r\n\r\n                    2100\r\n\r\nKum , E.İ.D. : 2.28.74"", ""winner"": ""TABİP BEY"", ""winner_ganyan"": ""5,30""}, {""race_index"": 4, ""race_id"": ""223013"", ""config"": ""Handikap 15/Dişi /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1500\r\n\r\nKum , E.İ.D. : 1.31.83"", ""winner"": ""GRINGA"", ""winner_ganyan"": ""1,25""}, {""race_index"": 5, ""race_id"": ""223016"", ""config"": ""ŞARTLI 3 /X-1 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 59 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.53"", ""winner"": ""MY STAR"", ""winner_ganyan"": ""1,30""}, {""race_index"": 6, ""race_id"": ""223015"", ""config"": ""KV-8/DHÖW , 4 ve Yukarı Araplar,\r\n\r\n57.50 kg, 61 kg, \r\n                    2000\r\n\r\nKum , E.İ.D. : 2.20.77"", ""winner"": ""KATI ZAMANI"", ""winner_ganyan"": ""1,05""}, {""race_index"": 7, ""race_id"": ""223004"", ""config"": ""Maiden/DHÖ/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.34.68"", ""winner"": ""ZEMHERİ AY"", ""winner_ganyan"": ""7,90""}, {""race_index"": 8, ""race_id"": ""223018"", ""config"": ""Handikap 14 /H1 , 4 ve Yukarı İngilizler,\r\n\r\n\r\n                    2000\r\n\r\nKum , E.İ.D. : 2.06.32"", ""winner"": ""SIR AT"", ""winner_ganyan"": ""3,10""}]"
2026-02-08,Adana,1,2. 6'LI GANYAN,1/2/1/1/9/7,599.93,"599,93 ₺",8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=08%2F02%2F2026&SehirAdi=Adana,"[{""race_index"": 1, ""race_id"": ""223005"", ""config"": ""Maiden/DHÖ/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.34.68"", ""winner"": ""KIRMIZI PERDE"", ""winner_ganyan"": ""2,05""}, {""race_index"": 2, ""race_id"": ""223011"", ""config"": ""ŞARTLI 3 , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 2.00.00"", ""winner"": ""FIRE OF TYGAR"", ""winner_ganyan"": ""2,55""}, {""race_index"": 3, ""race_id"": ""223014"", ""config"": ""Handikap 14/DHÖW /H1 , 4 ve Yukarı Araplar,\r\n\r\n\r\n                    2100\r\n\r\nKum , E.İ.D. : 2.28.74"", ""winner"": ""TABİP BEY"", ""winner_ganyan"": ""5,30""}, {""race_index"": 4, ""race_id"": ""223013"", ""config"": ""Handikap 15/Dişi /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1500\r\n\r\nKum , E.İ.D. : 1.31.83"", ""winner"": ""GRINGA"", ""winner_ganyan"": ""1,25""}, {""race_index"": 5, ""race_id"": ""223016"", ""config"": ""ŞARTLI 3 /X-1 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 59 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.53"", ""winner"": ""MY STAR"", ""winner_ganyan"": ""1,30""}, {""race_index"": 6, ""race_id"": ""223015"", ""config"": ""KV-8/DHÖW , 4 ve Yukarı Araplar,\r\n\r\n57.50 kg, 61 kg, \r\n                    2000\r\n\r\nKum , E.İ.D. : 2.20.77"", ""winner"": ""KATI ZAMANI"", ""winner_ganyan"": ""1,05""}, {""race_index"": 7, ""race_id"": ""223004"", ""config"": ""Maiden/DHÖ/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.34.68"", ""winner"": ""ZEMHERİ AY"", ""winner_ganyan"": ""7,90""}, {""race_index"": 8, ""race_id"": ""223018"", ""config"": ""Handikap 14 /H1 , 4 ve Yukarı İngilizler,\r\n\r\n\r\n                    2000\r\n\r\nKum , E.İ.D. : 2.06.32"", ""winner"": ""SIR AT"", ""winner_ganyan"": ""3,10""}]"
2026-02-08,Izmir,2,1. 6'LI GANYAN,3/3/8/8/5/2,354.37,"354,37 ₺",8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=08%2F02%2F2026&SehirAdi=Izmir,"[{""race_index"": 1, ""race_id"": ""223010"", ""config"": ""Handikap 14/Dişi /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1200\r\n\r\nKum , E.İ.D. : 1.11.25"", ""winner"": ""SUPERTRAMP"", ""winner_ganyan"": ""1,60""}, {""race_index"": 2, ""race_id"": ""223008"", ""config"": ""ŞARTLI 4 , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""BOB VALDES"", ""winner_ganyan"": ""1,25""}, {""race_index"": 3, ""race_id"": ""223019"", ""config"": ""Handikap 14/DHÖW /H1/Y2 , 4 ve Yukarı Araplar,\r\n\r\n\r\n                    1900\r\n\r\nKum , E.İ.D. : 2.10.52"", ""winner"": ""CANYAMAN"", ""winner_ganyan"": ""2,05""}, {""race_index"": 4, ""race_id"": ""223007"", ""config"": ""Maiden/DHÖW/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.48.55"", ""winner"": ""MEŞE PALAMUDU"", ""winner_ganyan"": ""3,05""}, {""race_index"": 5, ""race_id"": ""223009"", ""config"": ""KV-7/Dişi , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.37.63"", ""winner"": ""MAJESTIK FLOW"", ""winner_ganyan"": ""1,75""}, {""race_index"": 6, ""race_id"": ""223017"", ""config"": ""KV-8/DHT , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.32.97"", ""winner"": ""İLKERHAN"", ""winner_ganyan"": ""2,40""}, {""race_index"": 7, ""race_id"": ""223012"", ""config"": ""ŞARTLI 3 /X-1 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""CAN EFE"", ""winner_ganyan"": ""1,60""}, {""race_index"": 8, ""race_id"": ""223006"", ""config"": ""Maiden/DHÖW/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.48.55"", ""winner"": ""KURUKAHVE"", ""winner_ganyan"": ""3,30""}]"
2026-02-08,Izmir,2,2. 6'LI GANYAN,8/8/5/2/1/9,987.68,"987,68 ₺",8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=08%2F02%2F2026&SehirAdi=Izmir,"[{""race_index"": 1, ""race_id"": ""223010"", ""config"": ""Handikap 14/Dişi /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1200\r\n\r\nKum , E.İ.D. : 1.11.25"", ""winner"": ""SUPERTRAMP"", ""winner_ganyan"": ""1,60""}, {""race_index"": 2, ""race_id"": ""223008"", ""config"": ""ŞARTLI 4 , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""BOB VALDES"", ""winner_ganyan"": ""1,25""}, {""race_index"": 3, ""race_id"": ""223019"", ""config"": ""Handikap 14/DHÖW /H1/Y2 , 4 ve Yukarı Araplar,\r\n\r\n\r\n                    1900\r\n\r\nKum , E.İ.D. : 2.10.52"", ""winner"": ""CANYAMAN"", ""winner_ganyan"": ""2,05""}, {""race_index"": 4, ""race_id"": ""223007"", ""config"": ""Maiden/DHÖW/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.48.55"", ""winner"": ""MEŞE PALAMUDU"", ""winner_ganyan"": ""3,05""}, {""race_index"": 5, ""race_id"": ""223009"", ""config"": ""KV-7/Dişi , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.37.63"", ""winner"": ""MAJESTIK FLOW"", ""winner_ganyan"": ""1,75""}, {""race_index"": 6, ""race_id"": ""223017"", ""config"": ""KV-8/DHT , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.32.97"", ""winner"": ""İLKERHAN"", ""winner_ganyan"": ""2,40""}, {""race_index"": 7, ""race_id"": ""223012"", ""config"": ""ŞARTLI 3 /X-1 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""CAN EFE"", ""winner_ganyan"": ""1,60""}, {""race_index"": 8, ""race_id"": ""223006"", ""config"": ""Maiden/DHÖW/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.48.55"", ""winner"": ""KURUKAHVE"", ""winner_ganyan"": ""3,30""}]"
2026-02-09,Bursa,4,1. 6'LI GANYAN,6/4/7/7/2/9,1028.62,"1.028,62 ₺",9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=09%2F02%2F2026&SehirAdi=Bursa,"[{""race_index"": 1, ""race_id"": ""223032"", ""config"": ""ŞARTLI 4/DHÖ/Dişi/Y1 , 4 ve Yukarı Araplar,\r\n\r\n58 kg, 61 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 2.11.51"", ""winner"": ""TORUNCALAS"", ""winner_ganyan"": ""1,25""}, {""race_index"": 2, ""race_id"": ""223023"", ""config"": ""Maiden/Dişi , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1200\r\n\r\nKum , E.İ.D. : 1.11.37"", ""winner"": ""FLOWING FLOOD"", ""winner_ganyan"": ""3,45""}, {""race_index"": 3, ""race_id"": ""223026"", ""config"": ""ŞARTLI 4 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 59 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.50"", ""winner"": ""SELLY SON"", ""winner_ganyan"": ""1,30""}, {""race_index"": 4, ""race_id"": ""223028"", ""config"": ""Handikap 15 /H2 , 4 ve Yukarı İngilizler,\r\n\r\n\r\n                    2000\r\n\r\nKum , E.İ.D. : 2.06.06"", ""winner"": ""SUPER BERK"", ""winner_ganyan"": ""3,05""}, {""race_index"": 5, ""race_id"": ""223022"", ""config"": ""Maiden/Dişi , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1200\r\n\r\nKum , E.İ.D. : 1.11.37"", ""winner"": ""AMONİ"", ""winner_ganyan"": ""5,30""}, {""race_index"": 6, ""race_id"": ""223030"", ""config"": ""ŞARTLI 3/DHÖ /X , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 2.11.51"", ""winner"": ""BAY OLOF"", ""winner_ganyan"": ""2,75""}, {""race_index"": 7, ""race_id"": ""223025"", ""config"": ""Handikap 14 /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1800\r\n\r\nKum , E.İ.D. : 1.53.11"", ""winner"": ""FEARLESS DRAGON"", ""winner_ganyan"": ""2,45""}, {""race_index"": 8, ""race_id"": ""223024"", ""config"": ""Maiden/Dişi , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1200\r\n\r\nKum , E.İ.D. : 1.11.37"", ""winner"": ""SUPER SATURDAY"", ""winner_ganyan"": ""4,60""}, {""race_index"": 9, ""race_id"": ""223031"", ""config"": ""Handikap 15/DHÖW /H2 , 4 Yaşlı Araplar,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.33.63"", ""winner"": ""GÜÇBATUR"", ""winner_ganyan"": ""15,75""}]"
2026-02-13,Izmir,2,6'LI GANYAN,1/1/1/1/4/3,1122.75,"1.122,75 ₺",6,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=13%2F02%2F2026&SehirAdi=Izmir,"[{""race_index"": 1, ""race_id"": ""223137"", ""config"": ""Handikap 21/DHÖW /H1 , 4 ve Yukarı Araplar,\r\n\r\n\r\n                    2100\r\n\r\nKum , E.İ.D. : 2.26.21"", ""winner"": ""UMUT TAY"", ""winner_ganyan"": ""3,55""}, {""race_index"": 2, ""race_id"": ""223134"", ""config"": ""Kısa Vade Handikap 22 /H1 , 4 ve Yukarı İngilizler,\r\n\r\n\r\n                    1600\r\n\r\nKum , E.İ.D. : 1.37.63"", ""winner"": ""BRAVE CHAMPİON"", ""winner_ganyan"": ""1,75""}, {""race_index"": 3, ""race_id"": ""223130"", ""config"": ""Handikap 15 /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""ÖNDERBEYİM"", ""winner_ganyan"": ""2,25""}, {""race_index"": 4, ""race_id"": ""223128"", ""config"": ""SATIŞ 1 , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.37.63"", ""winner"": ""DESESPERADOS"", ""winner_ganyan"": ""3,80""}, {""race_index"": 5, ""race_id"": ""223136"", ""config"": ""ŞARTLI 4/DHÖW/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1600\r\n\r\nKum , E.İ.D. : 1.48.55"", ""winner"": ""ESENGÜR"", ""winner_ganyan"": ""1,05""}, {""race_index"": 6, ""race_id"": ""223132"", ""config"": ""ŞARTLI 4/Dişi /X-1 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    2000\r\n\r\nKum , E.İ.D. : 2.05.51"", ""winner"": ""VICTORY MARSEILLE"", ""winner_ganyan"": ""1,95""}]"
2026-02-26,Izmir,2,1. 6'LI GANYAN,"1/3/7/4,7/1/3",408.5,"408,50 ₺",8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=26%2F02%2F2026&SehirAdi=Izmir,"[{""race_index"": 1, ""race_id"": ""223368"", ""config"": ""Maiden , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""MOMENT SAVER"", ""winner_ganyan"": ""1,35""}, {""race_index"": 2, ""race_id"": ""223378"", ""config"": ""ŞARTLI 5/DHÖ , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.32.97"", ""winner"": ""YENİBEY"", ""winner_ganyan"": ""2,05""}, {""race_index"": 3, ""race_id"": ""223376"", ""config"": ""ŞARTLI 4 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 59 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""WOLF DED"", ""winner_ganyan"": ""1,70""}, {""race_index"": 4, ""race_id"": ""223372"", ""config"": ""Handikap 14/Dişi /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""SMYRNA POWER"", ""winner_ganyan"": ""3,20""}, {""race_index"": 5, ""race_id"": ""223380"", ""config"": ""SATIŞ 1/DHÖW , 4 ve Yukarı Araplar,\r\n\r\n57.50 kg, 61 kg, \r\n                    2100\r\n\r\nKum , E.İ.D. : 2.26.21"", ""winner"": ""ILDIRLI"", ""winner_ganyan"": ""3,60""}, {""race_index"": 6, ""race_id"": ""223374"", ""config"": ""KV-8 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""BRAVE CHAMPİON"", ""winner_ganyan"": ""1,65""}, {""race_index"": 7, ""race_id"": ""223367"", ""config"": ""Maiden , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""JAPONCAN"", ""winner_ganyan"": ""1,30""}, {""race_index"": 8, ""race_id"": ""223379"", ""config"": ""Handikap 14/DHÖW/Dişi /H2 , 4 Yaşlı Araplar,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.32.97"", ""winner"": ""BABY ARYA"", ""winner_ganyan"": ""3,30""}]"
2026-02-26,Izmir,2,2. 6'LI GANYAN,"7/4,7/1/3/4,5/2,5",357.0,"357,00 ₺",8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=26%2F02%2F2026&SehirAdi=Izmir,"[{""race_index"": 1, ""race_id"": ""223368"", ""config"": ""Maiden , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""MOMENT SAVER"", ""winner_ganyan"": ""1,35""}, {""race_index"": 2, ""race_id"": ""223378"", ""config"": ""ŞARTLI 5/DHÖ , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.32.97"", ""winner"": ""YENİBEY"", ""winner_ganyan"": ""2,05""}, {""race_index"": 3, ""race_id"": ""223376"", ""config"": ""ŞARTLI 4 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 59 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""WOLF DED"", ""winner_ganyan"": ""1,70""}, {""race_index"": 4, ""race_id"": ""223372"", ""config"": ""Handikap 14/Dişi /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""SMYRNA POWER"", ""winner_ganyan"": ""3,20""}, {""race_index"": 5, ""race_id"": ""223380"", ""config"": ""SATIŞ 1/DHÖW , 4 ve Yukarı Araplar,\r\n\r\n57.50 kg, 61 kg, \r\n                    2100\r\n\r\nKum , E.İ.D. : 2.26.21"", ""winner"": ""ILDIRLI"", ""winner_ganyan"": ""3,60""}, {""race_index"": 6, ""race_id"": ""223374"", ""config"": ""KV-8 , 4 ve Yukarı İngilizler,\r\n\r\n58 kg, 60 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""BRAVE CHAMPİON"", ""winner_ganyan"": ""1,65""}, {""race_index"": 7, ""race_id"": ""223367"", ""config"": ""Maiden , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""JAPONCAN"", ""winner_ganyan"": ""1,30""}, {""race_index"": 8, ""race_id"": ""223379"", ""config"": ""Handikap 14/DHÖW/Dişi /H2 , 4 Yaşlı Araplar,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.32.97"", ""winner"": ""BABY ARYA"", ""winner_ganyan"": ""3,30""}]"
2026-03-05,Izmir,2,1. 6'LI GANYAN,3/6/1/1/1/1,794.56,"794,56 ₺",9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=05%2F03%2F2026&SehirAdi=Izmir,"[{""race_index"": 1, ""race_id"": ""223498"", ""config"": ""Handikap 16/Dişi /H1 , 4 ve Yukarı İngilizler,\r\n\r\n\r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""PELOŞ MY LOVE"", ""winner_ganyan"": ""2,55""}, {""race_index"": 2, ""race_id"": ""223482"", ""config"": ""Maiden/DHÖW , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 2.10.52"", ""winner"": ""TURBO BEYİ"", ""winner_ganyan"": ""2,60""}, {""race_index"": 3, ""race_id"": ""223501"", ""config"": ""ŞARTLI 3/DHÖW/Dişi , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    2000\r\n\r\nKum , E.İ.D. : 2.17.95"", ""winner"": ""ESENGÜR"", ""winner_ganyan"": ""1,05""}, {""race_index"": 4, ""race_id"": ""223506"", ""config"": ""ŞARTLI 3/DHÖW , 4 ve Yukarı Araplar,\r\n\r\n57.50 kg, 60.50 kg, \r\n                    2000\r\n\r\nKum , E.İ.D. : 2.17.95"", ""winner"": ""UMUT TAY"", ""winner_ganyan"": ""7,35""}, {""race_index"": 5, ""race_id"": ""223508"", ""config"": ""Handikap 16/DHÖW /H1 , 4 ve Yukarı Araplar,\r\n\r\n\r\n                    1200\r\n\r\nKum , E.İ.D. : 1.19.36"", ""winner"": ""EMİR İLYAS"", ""winner_ganyan"": ""1,85""}, {""race_index"": 6, ""race_id"": ""223494"", ""config"": ""G 3 , 3 Yaşlı İngilizler,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 1.58.31"", ""winner"": ""ALMIGHTY ESPRIT"", ""winner_ganyan"": ""1,80""}, {""race_index"": 7, ""race_id"": ""223495"", ""config"": ""Handikap 14 /H2 , 3 Yaşlı İngilizler,\r\n\r\n\r\n                    2000\r\n\r\nKum , E.İ.D. : 2.05.51"", ""winner"": ""PHANTOM STRIKE"", ""winner_ganyan"": ""2,45""}, {""race_index"": 8, ""race_id"": ""223483"", ""config"": ""Maiden/DHÖW , 4 Yaşlı Araplar,\r\n\r\n58 kg, \r\n                    1900\r\n\r\nKum , E.İ.D. : 2.10.52"", ""winner"": ""GÜNER BAŞKAN"", ""winner_ganyan"": ""3,85""}, {""race_index"": 9, ""race_id"": ""223496"", ""config"": ""Handikap 14 /H1 , 4 ve Yukarı İngilizler,\r\n\r\n\r\n                    1400\r\n\r\nKum , E.İ.D. : 1.24.15"", ""winner"": ""MERCİA"", ""winner_ganyan"": ""4,90""}]"
