at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,son_kosu_zemin_durumu,birinciden_5sn_fazla,birinciden_fark_sn,at_profili,at_id
1,CEBEL ASLANI,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105583/cebel-aslani,105583
2,ÇERKES ENVER,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106743/cerkes-enver,106743
3,GUREGH,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106389/guregh,106389
4,GÜMBÜR BABA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105817/gumbur-baba,105817
5,NAKIŞ HAN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105666/nakis-han,105666
6,TUĞRAPTAY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105613/tugraptay,105613
7,AMANKIZIM,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106406/amankizim,106406
8,KAYANİLİM,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105500/kayanilim,105500
1,BLACK SHARK,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %38, on-grup %38, onde %25.",0/8 (0%) | 3/8 (38%) | 3/8 (38%) | 2/8 (25%),0/8 (0%),3/8 (38%),3/8 (38%),2/8 (25%),"Ağır Çim (5,3)",,1.78,https://yenibeygir.com/at/102473/black-shark,102473
2,FROST CAT,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %20, arka-grup %40, on-grup %40, onde %0.",1/5 (20%) | 2/5 (40%) | 2/5 (40%) | 0/5 (0%),1/5 (20%),2/5 (40%),2/5 (40%),0/5 (0%),,,0.00,https://yenibeygir.com/at/104684/frost-cat,104684
3,VİTE VİTE,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %17, on-grup %67, onde %0.",2/12 (17%) | 2/12 (17%) | 8/12 (67%) | 0/12 (0%),2/12 (17%),2/12 (17%),8/12 (67%),0/12 (0%),Nem,,0.07,https://yenibeygir.com/at/103002/vite-vite,103002
4,KHIOS,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %17, on-grup %50, onde %33.",0/6 (0%) | 1/6 (17%) | 3/6 (50%) | 2/6 (33%),0/6 (0%),1/6 (17%),3/6 (50%),2/6 (33%),Sulu,,0.00,https://yenibeygir.com/at/105091/khios,105091
5,ROOCKET OF RUNNER,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %25, on-grup %42, onde %25.",1/12 (8%) | 3/12 (25%) | 5/12 (42%) | 3/12 (25%),1/12 (8%),3/12 (25%),5/12 (42%),3/12 (25%),,,2.36,https://yenibeygir.com/at/104068/roocket-of-runner,104068
6,CREATIVE MIND,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %17, on-grup %67, onde %17.",0/6 (0%) | 1/6 (17%) | 4/6 (67%) | 1/6 (17%),0/6 (0%),1/6 (17%),4/6 (67%),1/6 (17%),,,0.18,https://yenibeygir.com/at/102572/creative-mind,102572
1,ERGİDEN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106733/ergiden,106733
2,FAHRİ BABA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105771/fahri-baba,105771
3,HIRÇIN DADAŞ,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105396/hircin-dadas,105396
4,KINDBERO,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105772/kindbero,105772
5,OĞLUM KADİR,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105438/oglum-kadir,105438
6,DENİZOVA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106205/denizova,106205
7,EFSANEVİTAY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106454/efsanevitay,106454
8,MRS MALİBU,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106179/mrs-malibu,106179
1,CANYAMAN,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %43, arka-grup %43, on-grup %14, onde %0.",9/21 (43%) | 9/21 (43%) | 3/21 (14%) | 0/21 (0%),9/21 (43%),9/21 (43%),3/21 (14%),0/21 (0%),,,2.39,https://yenibeygir.com/at/102069/canyaman,102069
2,ABUZER BABA,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %38, on-grup %54, onde %8.",0/13 (0%) | 5/13 (38%) | 7/13 (54%) | 1/13 (8%),0/13 (0%),5/13 (38%),7/13 (54%),1/13 (8%),Sulu,,2.72,https://yenibeygir.com/at/101242/abuzer-baba,101242
3,BAY OLOF,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %17, on-grup %17, onde %67.",0/6 (0%) | 1/6 (17%) | 1/6 (17%) | 4/6 (67%),0/6 (0%),1/6 (17%),1/6 (17%),4/6 (67%),,,0.10,https://yenibeygir.com/at/102390/bay-olof,102390
4,FEHİMOĞLU,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %18, on-grup %36, onde %9.",4/11 (36%) | 2/11 (18%) | 4/11 (36%) | 1/11 (9%),4/11 (36%),2/11 (18%),4/11 (36%),1/11 (9%),Sulu,,2.20,https://yenibeygir.com/at/104538/fehimoglu,104538
5,SERTTAYKUT,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %5, arka-grup %30, on-grup %60, onde %5.",1/20 (5%) | 6/20 (30%) | 12/20 (60%) | 1/20 (5%),1/20 (5%),6/20 (30%),12/20 (60%),1/20 (5%),,,0.00,https://yenibeygir.com/at/102009/serttaykut,102009
6,KAPTANPAŞALI,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %44, onde %6.",3/18 (17%) | 6/18 (33%) | 8/18 (44%) | 1/18 (6%),3/18 (17%),6/18 (33%),8/18 (44%),1/18 (6%),,,0.18,https://yenibeygir.com/at/103476/kaptanpasali,103476
7,KING GÖKÇE,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %22, arka-grup %39, on-grup %39, onde %0.",5/23 (22%) | 9/23 (39%) | 9/23 (39%) | 0/23 (0%),5/23 (22%),9/23 (39%),9/23 (39%),0/23 (0%),,,0.21,https://yenibeygir.com/at/103448/king-gokce,103448
8,NALDÖKEN PRENSİ,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %0, onde %100.",0/1 (0%) | 0/1 (0%) | 0/1 (0%) | 1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),Nem,,0.00,https://yenibeygir.com/at/102758/naldoken-prensi,102758
9,SANCAK TAŞIYAN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %75, on-grup %0, onde %0.",2/8 (25%) | 6/8 (75%) | 0/8 (0%) | 0/8 (0%),2/8 (25%),6/8 (75%),0/8 (0%),0/8 (0%),,,1.47,https://yenibeygir.com/at/103984/sancak-tasiyan,103984
10,ULU YAŞAR,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %50, on-grup %43, onde %0.",1/14 (7%) | 7/14 (50%) | 6/14 (43%) | 0/14 (0%),1/14 (7%),7/14 (50%),6/14 (43%),0/14 (0%),,,0.44,https://yenibeygir.com/at/101954/ulu-yasar,101954
11,HAZARLI ÇOCUK,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %23, on-grup %46, onde %31.",0/13 (0%) | 3/13 (23%) | 6/13 (46%) | 4/13 (31%),0/13 (0%),3/13 (23%),6/13 (46%),4/13 (31%),,X,8.78,https://yenibeygir.com/at/102180/hazarli-cocuk,102180
12,SARMAN RÜZGARI,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %25, on-grup %55, onde %15.",1/20 (5%) | 5/20 (25%) | 11/20 (55%) | 3/20 (15%),1/20 (5%),5/20 (25%),11/20 (55%),3/20 (15%),,,2.74,https://yenibeygir.com/at/102383/sarman-ruzgari,102383
1,BASKINSOY,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %2, arka-grup %2, on-grup %25, onde %70.",1/44 (2%) | 1/44 (2%) | 11/44 (25%) | 31/44 (70%),1/44 (2%),1/44 (2%),11/44 (25%),31/44 (70%),,,1.79,https://yenibeygir.com/at/95713/baskinsoy,95713
2,GÖKÇESTAR,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %1, arka-grup %0, on-grup %21, onde %78.",1/87 (1%) | 0/87 (0%) | 18/87 (21%) | 68/87 (78%),1/87 (1%),0/87 (0%),18/87 (21%),68/87 (78%),,,0.00,https://yenibeygir.com/at/78661/gokcestar,78661
3,KAZANCI,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %44, on-grup %21, onde %2.",34/102 (33%) | 45/102 (44%) | 21/102 (21%) | 2/102 (2%),34/102 (33%),45/102 (44%),21/102 (21%),2/102 (2%),,,1.60,https://yenibeygir.com/at/86283/kazanci,86283
4,TÜRKAN HANIM,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %42, arka-grup %40, on-grup %16, onde %2.",23/55 (42%) | 22/55 (40%) | 9/55 (16%) | 1/55 (2%),23/55 (42%),22/55 (40%),9/55 (16%),1/55 (2%),Nem,,1.08,https://yenibeygir.com/at/98352/turkan-hanim,98352
5,ÇAĞDAŞ ALAÇAT,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %3, arka-grup %15, on-grup %75, onde %8.",2/75 (3%) | 11/75 (15%) | 56/75 (75%) | 6/75 (8%),2/75 (3%),11/75 (15%),56/75 (75%),6/75 (8%),,,0.19,https://yenibeygir.com/at/89168/cagdas-alacat,89168
6,ÇEŞME KALESİ,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %27, arka-grup %35, on-grup %35, onde %4.",7/26 (27%) | 9/26 (35%) | 9/26 (35%) | 1/26 (4%),7/26 (27%),9/26 (35%),9/26 (35%),1/26 (4%),,X,5.49,https://yenibeygir.com/at/99412/cesme-kalesi,99412
7,CANIM ÇITIR,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %20, arka-grup %31, on-grup %47, onde %2.",18/88 (20%) | 27/88 (31%) | 41/88 (47%) | 2/88 (2%),18/88 (20%),27/88 (31%),41/88 (47%),2/88 (2%),Nem,,0.22,https://yenibeygir.com/at/86415/canim-citir,86415
8,UFKUN ÖTESİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %10, arka-grup %17, on-grup %69, onde %3.",6/58 (10%) | 10/58 (17%) | 40/58 (69%) | 2/58 (3%),6/58 (10%),10/58 (17%),40/58 (69%),2/58 (3%),Nem,,0.49,https://yenibeygir.com/at/98471/ufkun-otesi,98471
1,TOROS GÜZELİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %21, on-grup %46, onde %25.",2/28 (7%) | 6/28 (21%) | 13/28 (46%) | 7/28 (25%),2/28 (7%),6/28 (21%),13/28 (46%),7/28 (25%),Nem,,0.00,https://yenibeygir.com/at/99261/toros-guzeli,99261
2,ELLADORA,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %24, arka-grup %29, on-grup %47, onde %0.",4/17 (24%) | 5/17 (29%) | 8/17 (47%) | 0/17 (0%),4/17 (24%),5/17 (29%),8/17 (47%),0/17 (0%),Nem,,2.74,https://yenibeygir.com/at/98408/elladora,98408
3,PRIMUS,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %46, on-grup %33, onde %4.",4/24 (17%) | 11/24 (46%) | 8/24 (33%) | 1/24 (4%),4/24 (17%),11/24 (46%),8/24 (33%),1/24 (4%),,,1.58,https://yenibeygir.com/at/99601/primus,99601
4,GEMLIK IN KIZI,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %8, on-grup %85, onde %0.",1/13 (8%) | 1/13 (8%) | 11/13 (85%) | 0/13 (0%),1/13 (8%),1/13 (8%),11/13 (85%),0/13 (0%),Nem,,1.28,https://yenibeygir.com/at/99503/gemlik-in-kizi,99503
5,WINGS OF FREEDOM,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %15, on-grup %60, onde %5.",4/20 (20%) | 3/20 (15%) | 12/20 (60%) | 1/20 (5%),4/20 (20%),3/20 (15%),12/20 (60%),1/20 (5%),Nem,,1.09,https://yenibeygir.com/at/100460/wings-of-freedom,100460
6,WHITE DOVE,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %23, arka-grup %54, on-grup %23, onde %0.",3/13 (23%) | 7/13 (54%) | 3/13 (23%) | 0/13 (0%),3/13 (23%),7/13 (54%),3/13 (23%),0/13 (0%),Sulu,,4.68,https://yenibeygir.com/at/95633/white-dove,95633
7,MAMMA LUNA,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %0, on-grup %50, onde %0.",2/4 (50%) | 0/4 (0%) | 2/4 (50%) | 0/4 (0%),2/4 (50%),0/4 (0%),2/4 (50%),0/4 (0%),,,0.85,https://yenibeygir.com/at/102961/mamma-luna,102961
1,OBRADA,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %6, arka-grup %13, on-grup %37, onde %44.",8/141 (6%) | 19/141 (13%) | 52/141 (37%) | 62/141 (44%),8/141 (6%),19/141 (13%),52/141 (37%),62/141 (44%),,,0.30,https://yenibeygir.com/at/12285/obrada,12285
2,PERFECT SUNSET,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %13, arka-grup %39, on-grup %43, onde %4.",3/23 (13%) | 9/23 (39%) | 10/23 (43%) | 1/23 (4%),3/23 (13%),9/23 (39%),10/23 (43%),1/23 (4%),,,0.38,https://yenibeygir.com/at/98057/perfect-sunset,98057
3,BOCCE,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %16, arka-grup %19, on-grup %59, onde %6.",5/32 (16%) | 6/32 (19%) | 19/32 (59%) | 2/32 (6%),5/32 (16%),6/32 (19%),19/32 (59%),2/32 (6%),Nem,,0.88,https://yenibeygir.com/at/98226/bocce,98226
4,SÜSLÜCAN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %19, arka-grup %64, on-grup %17, onde %0.",7/36 (19%) | 23/36 (64%) | 6/36 (17%) | 0/36 (0%),7/36 (19%),23/36 (64%),6/36 (17%),0/36 (0%),,,3.08,https://yenibeygir.com/at/98492/suslucan,98492
5,HUGE SUCCES,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %0, on-grup %18, onde %73.",1/11 (9%) | 0/11 (0%) | 2/11 (18%) | 8/11 (73%),1/11 (9%),0/11 (0%),2/11 (18%),8/11 (73%),Sulu,,2.13,https://yenibeygir.com/at/100120/huge-succes,100120
6,MUCHACHO,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %4, arka-grup %4, on-grup %18, onde %75.",1/28 (4%) | 1/28 (4%) | 5/28 (18%) | 21/28 (75%),1/28 (4%),1/28 (4%),5/28 (18%),21/28 (75%),,,1.24,https://yenibeygir.com/at/99058/muchacho,99058
7,RED STORM,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %50, on-grup %10, onde %0.",8/20 (40%) | 10/20 (50%) | 2/20 (10%) | 0/20 (0%),8/20 (40%),10/20 (50%),2/20 (10%),0/20 (0%),Nem,,1.56,https://yenibeygir.com/at/98098/red-storm,98098
1,AFŞINTAY,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %20, arka-grup %30, on-grup %49, onde %1.",15/74 (20%) | 22/74 (30%) | 36/74 (49%) | 1/74 (1%),15/74 (20%),22/74 (30%),36/74 (49%),1/74 (1%),,X,6.36,https://yenibeygir.com/at/98430/afsintay,98430
2,REYHAN GELİN,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %6, on-grup %41, onde %53.",0/32 (0%) | 2/32 (6%) | 13/32 (41%) | 17/32 (53%),0/32 (0%),2/32 (6%),13/32 (41%),17/32 (53%),Nem,,0.00,https://yenibeygir.com/at/99236/reyhan-gelin,99236
3,SAFDERUN OĞLU,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %4, on-grup %50, onde %29.",4/24 (17%) | 1/24 (4%) | 12/24 (50%) | 7/24 (29%),4/24 (17%),1/24 (4%),12/24 (50%),7/24 (29%),,,4.88,https://yenibeygir.com/at/99121/safderun-oglu,99121
4,AYDINEFESİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %11, arka-grup %11, on-grup %59, onde %19.",7/64 (11%) | 7/64 (11%) | 38/64 (59%) | 12/64 (19%),7/64 (11%),7/64 (11%),38/64 (59%),12/64 (19%),Nem,,1.22,https://yenibeygir.com/at/92969/aydinefesi,92969
5,ŞİFNE EFESİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %20, on-grup %47, onde %24.",12/130 (9%) | 26/130 (20%) | 61/130 (47%) | 31/130 (24%),12/130 (9%),26/130 (20%),61/130 (47%),31/130 (24%),Nem,,3.18,https://yenibeygir.com/at/73685/sifne-efesi,73685
6,İKİGAİ,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %54, on-grup %21, onde %0.",15/61 (25%) | 33/61 (54%) | 13/61 (21%) | 0/61 (0%),15/61 (25%),33/61 (54%),13/61 (21%),0/61 (0%),Sulu,,4.42,https://yenibeygir.com/at/98006/ikigai,98006
7,SARSALA,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %15, arka-grup %42, on-grup %42, onde %2.",8/53 (15%) | 22/53 (42%) | 22/53 (42%) | 1/53 (2%),8/53 (15%),22/53 (42%),22/53 (42%),1/53 (2%),,X,6.58,https://yenibeygir.com/at/99205/sarsala,99205
8,GÜRSELHAN,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %31, arka-grup %28, on-grup %38, onde %3.",18/58 (31%) | 16/58 (28%) | 22/58 (38%) | 2/58 (3%),18/58 (31%),16/58 (28%),22/58 (38%),2/58 (3%),,X,6.13,https://yenibeygir.com/at/94202/gurselhan,94202
9,BOĞUŞLU,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %12, on-grup %70, onde %18.",0/33 (0%) | 4/33 (12%) | 23/33 (70%) | 6/33 (18%),0/33 (0%),4/33 (12%),23/33 (70%),6/33 (18%),Sulu,,0.00,https://yenibeygir.com/at/98913/boguslu,98913
10,MİRAY ABLA,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %9, arka-grup %36, on-grup %45, onde %9.",1/11 (9%) | 4/11 (36%) | 5/11 (45%) | 1/11 (9%),1/11 (9%),4/11 (36%),5/11 (45%),1/11 (9%),,,1.33,https://yenibeygir.com/at/103158/miray-abla,103158
11,KAYA DÜNYASI,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %20, arka-grup %46, on-grup %31, onde %3.",7/35 (20%) | 16/35 (46%) | 11/35 (31%) | 1/35 (3%),7/35 (20%),16/35 (46%),11/35 (31%),1/35 (3%),Sulu,,0.27,https://yenibeygir.com/at/96986/kaya-dunyasi,96986
12,MERTCAN TAY,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %30, on-grup %30, onde %21.",8/43 (19%) | 13/43 (30%) | 13/43 (30%) | 9/43 (21%),8/43 (19%),13/43 (30%),13/43 (30%),9/43 (21%),,,3.07,https://yenibeygir.com/at/94670/mertcan-tay,94670
13,YILDIZTEPE,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %44, on-grup %56, onde %0.",0/9 (0%) | 4/9 (44%) | 5/9 (56%) | 0/9 (0%),0/9 (0%),4/9 (44%),5/9 (56%),0/9 (0%),,,1.28,https://yenibeygir.com/at/102029/yildiztepe,102029
14,ESMERDAĞ,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %10, arka-grup %41, on-grup %46, onde %2.",4/41 (10%) | 17/41 (41%) | 19/41 (46%) | 1/41 (2%),4/41 (10%),17/41 (41%),19/41 (46%),1/41 (2%),Isl,,0.80,https://yenibeygir.com/at/97749/esmerdag,97749
15,BAŞ SÜVARİ,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %35, arka-grup %44, on-grup %21, onde %0.",12/34 (35%) | 15/34 (44%) | 7/34 (21%) | 0/34 (0%),12/34 (35%),15/34 (44%),7/34 (21%),0/34 (0%),Nem,,3.62,https://yenibeygir.com/at/99679/bas-suvari,99679
16,JINIRAL,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %12, arka-grup %12, on-grup %69, onde %6.",2/16 (12%) | 2/16 (12%) | 11/16 (69%) | 1/16 (6%),2/16 (12%),2/16 (12%),11/16 (69%),1/16 (6%),,X,15.49,https://yenibeygir.com/at/102120/jiniral,102120
17,TEKİR BEYİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %13, arka-grup %29, on-grup %55, onde %3.",5/38 (13%) | 11/38 (29%) | 21/38 (55%) | 1/38 (3%),5/38 (13%),11/38 (29%),21/38 (55%),1/38 (3%),Nem,,3.81,https://yenibeygir.com/at/98980/tekir-beyi,98980
